_NAME_	Factor1	Factor2	Factor3	load	secondary
v000554	-0.060661157	0.0642632006	0.4483771977	fac3	
v000561	-0.448650965	-0.361459074	-0.131964894	fac1	
v000562	-0.05999104	0.0892667629	0.3757302302	fac3	
v000567	-0.187597208	-0.050217131	0.246837708		
v000584	-0.0866852	-0.241853538	0.3217052561	fac3	
v000597	0.4043682043	-0.281257858	-0.149064642	fac1	
v000599	-0.103987843	-0.142442849	0.185499653		
v000606	-0.150040162	0.1098562144	0.3666974333	fac3	
v000615	-0.375172103	-0.187363836	0.2992221599	fac1	
v000617	-0.032945917	-0.096651152	-0.262074441		
v000621	-0.39110512	0.0729758698	0.0130608928	fac1	
v000634	-0.318070163	0.0230553708	-0.087416523	fac1	
v000637	-0.100323737	0.0394657602	-0.571274613	fac3	
v000639	-0.634371748	-0.369191617	-0.275372694	fac1	
v000644	0.1213209684	-0.06511969	-0.567212549	fac3	
v000649	0.2297628771	0.0060938957	-0.220840306		
v000650	-0.218006857	-0.120497588	0.0195998098		
v000654	-0.272908059	-0.008805606	-0.04134157		
v000659	-0.157002577	-0.319756157	0.3017459976	fac2	
v000665	-0.149535082	-0.102325587	-0.14822449		
v000673	-0.000139112	0.0718716204	-0.578152017	fac3	
v000684	-0.246679763	-0.109863818	0.1072979407		
v000685	-0.132401617	-0.295172379	0.182790317		
v000710	-0.252849911	-0.050829253	-0.179422206		
v000742	-0.336362039	0.1251863296	-0.512798161	fac3	
v000743	-0.261894866	-0.036295547	-0.172952559		
v000752	-0.157402926	-0.097660068	-0.522056139	fac3	
v000753	0.002540669	-0.291352698	-0.177510606		
v000758	-0.149284417	-0.285715927	0.4559770498	fac3	
v000760	-0.411167621	-0.28943269	-0.347126816	fac1	
v000764	0.1875310845	-0.378706642	-0.137541545	fac2	
v000769	0.1730697001	-0.445358799	-0.132786068	fac2	
v000775	-0.389527641	-0.065592978	0.0389766618	fac1	
v000784	-0.308311356	0.1225451895	-0.424153718	fac3	
v000787	-0.290833737	0.1576447756	-0.122036879		
v000791	-0.331006532	-0.093164498	0.0637230572	fac1	
v000799	-0.2439522	0.0585437989	0.1305830576		
v000804	-0.322565662	-0.258478713	0.0642905046	fac1	
v000805	-0.691612995	-0.465743196	-0.28009162	fac1	
v000806	0.0121194965	-0.328709358	-0.400326763	fac3	
v000813	-0.338100209	-0.104037342	-0.209264581	fac1	
v000818	0.4131025928	-0.776304271	-0.128043623	fac2	
v000819	-0.508919396	-0.314750974	0.0222320486	fac1	
v000822	-0.316825812	-0.124349803	0.0971526427	fac1	
v000823	-0.443557545	-0.36289762	0.1234627197	fac1	
v000827	-0.436233288	-0.081428135	-0.2149492	fac1	
v000828	-0.350143963	-0.170137115	-0.046340795	fac1	
v000833	-0.36075111	-0.068759431	0.0919916147	fac1	
v000837	-0.157438806	-0.096706157	-0.048747489		
v000840	-0.407409115	0.0151628019	-0.268161823	fac1	
v000841	-0.429392154	-0.172152537	0.0586934187	fac1	
v000850	0.0080892751	-0.237057741	-0.02188306		
v000863	-0.453995671	-0.43761464	0.0198029148	fac1	
v000867	-0.370815628	0.0877676453	-0.400756767	fac3	
v000871	-0.239918982	-0.26889485	-0.086480198		
v000875	-0.337105838	-0.328987463	-0.29385073	fac1	
v000881	-0.467852257	-0.037777831	-0.242339087	fac1	
v000882	-0.326168588	-0.074129049	0.0074679206	fac1	
v000884	-0.368207903	-0.374544857	-0.021653104	fac2	
v000887	-0.418359542	-0.233181317	0.2630997809	fac1	
v000890	-0.169483738	-0.026661202	-0.474325615	fac3	
v000893	0.3896560224	-0.793370507	-0.121231988	fac2	
v000896	-0.211412381	-0.15360767	-0.079941477		
v000902	-0.470703474	-0.356157993	0.1151003868	fac1	
v000904	-0.246516253	-0.134065153	-0.490299282	fac3	
v000911	-0.404127585	-0.076710573	-0.169182184	fac1	
v000913	-0.379891498	-0.094641841	0.0534982402	fac1	
v000914	-0.449382705	-0.083321002	0.0550967814	fac1	
v000916	-0.381596963	-0.246546488	-0.311953973	fac1	
v000917	-0.106168345	-0.49667116	-0.037507668	fac2	
v000918	-0.297106064	-0.179879635	-0.279646669		
v000922	-0.334250196	-0.162339067	0.2591251889	fac1	
v000937	-0.120039683	-0.058389229	-0.134013111		
v000944	-0.10825681	-0.289602546	-0.196344199		
v000947	0.1256093239	-0.868280522	-0.027036617	fac2	
v000948	0.1256093239	-0.868280522	-0.027036617	fac2	
v000949	0.1256093239	-0.868280522	-0.027036617	fac2	
v000951	-0.134198883	-0.4356179	-0.172254987	fac2	
v000955	-0.583217121	-0.408794048	0.2197789026	fac1	
v000956	0.2598022832	-0.574638874	0.0176588526	fac2	
v000958	-0.399009528	-0.38987826	0.0388817127	fac1	
v000965	0.0250720194	-0.512249866	0.090338321	fac2	
v000970	-0.487486439	-0.164132722	-0.234137912	fac1	
v000977	-0.049502015	-0.4221069	0.1187082401	fac2	
v000979	0.326263639	-0.753965616	-0.014270202	fac2	
v000982	-0.460038953	-0.266548021	-0.104052921	fac1	
v000985	-0.334427411	0.1110346979	-0.263266323	fac1	
v000990	-0.430209992	-0.095548874	-0.128344283	fac1	
v000991	-0.163352647	-0.414181651	-0.18039908	fac2	
v000993	-0.221225756	-0.200806414	0.2044186313		
v000999	-0.406351972	-0.190373916	-0.117470172	fac1	
